img_path,question,true_answer,predicted_answer
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e49c9b54.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cce220e8.jpg,What is depicted on the case's background?,rails,train
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f5ceeea2.jpg,What is the primary color of the phone case?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e9d14776.jpg,What is the dominant color of the case?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7f44fbe0.jpg,What shapes are on the case?,stars,stars
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/892e1177.jpg,What shapes are on the case?,stars,stars
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6593fe3c.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5252d373.jpg,What is the case's style?,slim,transparent
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/910f100a.jpg,What is the dominant pattern on the case?,geometric,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d1a2a384.jpg,What shape are the design elements?,cubes,cubes
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/aa557b88.jpg,What material does the design imitate?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b866fbae.jpg,What is the main color of the sunset?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d849adbc.jpg,What is the design on the case?,girl,girl
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b5fb1ce1.jpg,What is the primary color of the cover?,grey,gray
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c7c0b1f0.jpg,What is the shape of the smaller container?,square,square
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/663faab9.jpg,What color is the lotion bottle?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2e121223.jpg,What is the main color of the background?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0c41834c.jpg,What is the dominant color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/34c9f282.jpg,What is the case material?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7a830b6d.jpg,What is the case's material?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0c379192.jpg,What color are the flowers?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e2dd535f.jpg,What color are the butterflies?,gold,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c1e65526.jpg,What material is the clasp?,metal,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cc9bc2f1.jpg,What number is depicted?,four,four
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6a07c4b3.jpg,What is the shape of the container?,gallon,jug
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1cf8a8d9.jpg,What is the case's main design style?,swirl,swirls
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a597dd50.jpg,What is the shape of the item?,rectangle,square
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a0b8d874.jpg,What's the roast type?,dark,roast beef
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/74eac888.jpg,What color is the letter?,black,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ab9d3f0c.jpg,What is the metal color?,gold,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/889cbd7d.jpg,What color is the larger flower?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/85edbfc7.jpg,What is the sole color?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/48bfdde8.jpg,What material does it appear to be made of?,cloth,fabric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6e398b38.jpg,How many bulbs are in the image?,six,six
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/58181ecc.jpg,What is the background color?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d2c8e208.jpg,What shape are the design elements?,geometric,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/39522e54.jpg,What animal is depicted?,cat,bird
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b71a9c62.jpg,How many wheels does the suitcase have?,four,four
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ba10aae3.jpg,What color is the lampshade?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/93a2e581.jpg,What is the type of dispenser?,pump,pump
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/363c6c4e.jpg,What shape is the case?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/699d4fc6.jpg,What is the main color of the phone case?,orange,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f34fe008.jpg,What is the background color of the phone case?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1d5ac87b.jpg,What material appears to be the case?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9b936ecf.jpg,What is the background color?,yellow,beige
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/28ae64c3.jpg,What is the lamp's shape?,drum,cylinder
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/61ea5462.jpg,What animal is depicted on the phone case?,peacock,peacock
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c41657b8.jpg,What color is the hat?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1ac99780.jpg,What color is prominent in the center?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ba8d685e.jpg,What is the shape of the design elements?,butterfly,butterflies
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d8e9f37a.jpg,What is the primary color of the case?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/82b1d300.jpg,What is the texture of the seat cushion?,fabric,textured
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/36a804bc.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bd5e75b3.jpg,What material appears to be imitated on the case?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e2dd535f.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/92aa33f4.jpg,What is the case's main material?,silicon,glitter
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9ebe9159.jpg,What shape is the main image?,square,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0a869762.jpg,What shape is the prominent design element?,heart,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3f2289cc.jpg,What color is the tabletop?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/10d0c5f4.jpg,How many ports does it have?,one,two
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4e7c6b7d.jpg,What material are the screws?,metal,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e915937c.jpg,What color is the kitten?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7a830b6d.jpg,What is the main color on the case?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/624311dc.jpg,What is the main design on the case?,mug,mugs
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/aaaa1566.jpg,What is the main design element on the case?,stones,rocks
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/44940972.jpg,What is the ball's primary color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b5f9428a.jpg,What is the type of bulb included?,vintage,bulb
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b6198b74.jpg,What is the predominant color of the moon in the image?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/96ecc2d7.jpg,What is the shoe's primary color?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/82336c39.jpg,What is the dominant color of the phone case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5b57cd49.jpg,What color are the sneakers?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f15e0590.jpg,What is the material of the case?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/33f28ee6.jpg,What is the shape of the case?,rectangle,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5be15bff.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/91ebf948.jpg,What's the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d4ddb820.jpg,What shape is the toe?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bb19bf52.jpg,What color is the baguette?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e94ee740.jpg,What is the main color shown?,latte,beige
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b387129a.jpg,What is the main color of the top section of the phone case?,beige,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d9d054e1.jpg,What is the shape of the cutout design?,heart,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/17d74cfc.jpg,What is the floor material?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8aa76c7a.jpg,What is the footwear type?,boots,boots
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2de361dd.jpg,What is the depicted texture on the case?,stone,marble
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/934e3154.jpg,What material is imitated in the design?,denim,denim
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3c5a414b.jpg,What material forms the number on the case?,chain,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7f9b332a.jpg,What is the sole material?,rubber,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/284620a8.jpg,What shapes are predominantly featured on the case?,planets,planets
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4996e2d7.jpg,What material is the case?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/425b9e8e.jpg,What's the bag made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/38c95ba9.jpg,What is the primary color of the case's pattern?,beige,multicolor
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b34861d4.jpg,What is the texture of the fabric appear to be?,smooth,soft
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1175186b.jpg,What's on the case?,headphones,headphones
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ded35ad1.jpg,What color is the main background?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fd97a87a.jpg,What material are the boots made of?,leather,suede
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c8f14048.jpg,What shape is the package?,box,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a172ca1a.jpg,What animal is on the case?,kitten,cat
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/46791d46.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6cb14889.jpg,What material is the strap made of?,fabric,leather
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/61b1efee.jpg,What is the case made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/52d241bb.jpg,What is the design style?,patterned,floral
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6dc6b19c.jpg,What material is the case made of (as shown in the image)?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b61ca802.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e168bb6b.jpg,What is the shoe's color?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9652a644.jpg,What color are the shoes?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/678cf11d.jpg,What is on the case?,shoes,shoes
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3a163a0e.jpg,What material are the straps made of?,black,fabric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6712d987.jpg,What is the overall texture of the case?,brush,textured
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c693300a.jpg,What color is the ink cartridge?,black,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7b858d0b.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7def7678.jpg,What type of structure is shown in the image?,bridge,bridge
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cc3b4628.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/26c5de26.jpg,What color are the headphones?,teal,teal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ae8af44d.jpg,What is the dominant color on the case?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b7ac1c56.jpg,What is the primary color of the phone case?,gray,grey
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/632e0122.jpg,What is the shoe's toe style?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e3241fa3.jpg,What shape is the central design element?,square,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/64a1b160.jpg,What is the material of the sofa?,leather,leather
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c1c53294.jpg,What is the overall shape of the sofa?,sectional,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/264f6f8d.jpg,What is the overall shape of the pillow?,square,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4ab65951.jpg,What is the main shoe color?,oatmeal,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b8b4fcb7.jpg,What is the finish of the topees?,shiny,polished
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/06a16739.jpg,What shape is the prominent design element?,star,star
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d0daf17b.jpg,What color are the beans?,black,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3416a3a8.jpg,What is the shape of the container?,carton,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d38aa7bf.jpg,What shapes are prominent?,hearts,hearts
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/752b61db.jpg,What is the metal color?,pink,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fd201563.jpg,What is the man's silhouette?,dark,man
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/359221dc.jpg,What shape is the showerhead?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/97bcce5a.jpg,What material is the phone case border?,silicon,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/30c95fd1.jpg,What is the letter in the heart?,w,w
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a78d39ad.jpg,What shapes are repeatedly shown?,hearts,hearts
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/15975740.jpg,What shape is most prominent on the case?,hearts,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/752ebffb.jpg,What material is the case made of?,silicone,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9be4bb63.jpg,What is the main color of the case?,purple,purple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bf178c96.jpg,What is the shape of the package?,pouch,bag
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a4ab17e2.jpg,What is the dominant color on the case?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a6d811ed.jpg,What is the color of the finials?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/011fb51f.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/955b5e13.jpg,What's the background color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6957d164.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0178ef2c.jpg,What is the shape of the pillow?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f4e1cebf.jpg,What color are the gloves?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/587e101e.jpg,What color are the flowers?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/238c48fa.jpg,What is the shape of the pouch?,pouch,pouch
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/01f89557.jpg,What is the girl's hair color?,brown,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d29c3064.jpg,What are the two figures riding in?,bucket,love
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f35b5104.jpg,What color is the main background?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fc925f30.jpg,What shape is the item?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cc717285.jpg,What material does the case seem to imitate?,cloth,plaid
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c0808a97.jpg,What color is the box?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/21fa65d4.jpg,What is the design style?,galaxy,swirl
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/66d9feb1.jpg,What is the main color?,white,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5ec9f3b8.jpg,What is the case's material?,plastic,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/342fa042.jpg,What material is the case made of?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/32fc05a3.jpg,What character is featured?,kitty,kitty
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3c9db9ef.jpg,What material is the trim?,metal,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/69aeeaa2.jpg,What is the shape of the design on the case?,headphones,headphones
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8fffef17.jpg,What is the main color of the phone case?,orange,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/eddad726.jpg,What color is the second bandana?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/85fe9b4a.jpg,What is the case's primary material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/264680f4.jpg,What is the main color scheme?,multicolor,multicolor
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/602830f2.jpg,What is the main color of the background?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2b9b6f06.jpg,What shape are the decorative elements?,circular,circles
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/31ddf54d.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5c3de705.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/492759f3.jpg,What shape is the central stone?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/53590972.jpg,What letter is prominently displayed?,r,r
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a29bcd58.jpg,What is the color of the inner layer?,white,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8b9ff57f.jpg,What material are the fasteners made of?,metal,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cbe61e1e.jpg,What material does the case mimic?,denim,denim
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c9e59887.jpg,What shape is the clipboard?,rectangle,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bd14ddac.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8439894f.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/625892bd.jpg,What is the shape of the shelf?,spiral,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2d3c1c9c.jpg,What is the background color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/33ffcb24.jpg,What material is the frame made of?,metal,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b37da0a3.jpg,What is the overall shape of the chair?,square,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/346bef59.jpg,What is the color of the flip-flops?,peach,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/be556263.jpg,What is the main color of the shoe?,navy,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4e45bcfe.jpg,What is the main color of the covers?,beige,beige
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7e7316be.jpg,What is the overall shape of the chair?,square,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/355ed27b.jpg,What is the shape of the bag?,pouch,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/36841c79.jpg,What is the primary color of the pillow?,blue,navy
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/939152f1.jpg,What is the overall shape of each wheel assembly?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3027f303.jpg,What is the closure type?,laceup,lace
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3945965f.jpg,What shape is the item?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5732943c.jpg,What is the absorbency level?,super,20
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/811ec83f.jpg,What is the shape of the base?,cross,square
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/94450c4d.jpg,What is the main design element?,couple,couple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2e14cd8a.jpg,What's the shape of the box?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fc97b850.jpg,What is the color of the bottle?,clear,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a1d794bd.jpg,What is the color of the mat?,clear,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ba10aae3.jpg,What is the shape of the lamp base?,urn,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9c954dba.jpg,What color is the bottom section?,grey,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/69b1fe4f.jpg,What is the hose's shape?,coil,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ee903b06.jpg,What color is the case?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/92502cf9.jpg,What shape is the overall design on the case?,circular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/928f45a0.jpg,What letter is on the case?,o,o
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/91e5c151.jpg,What is the design style?,pebbles,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/78cd461a.jpg,What shape is the container?,bucket,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a5f6f5e3.jpg,What color are the leaves?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/68552336.jpg,What shapes are prominently featured?,balls,stars
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e4fc8a45.jpg,What shape is the prominent design element?,heart,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/de6e0b25.jpg,What shape is the main space object depicted?,rocket,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c97d0225.jpg,What is the background color?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9899dec8.jpg,What color is the light emitted?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e1020168.jpg,What is the design pattern?,floral,floral
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7bca6fe7.jpg,What is the main color on the case?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e4995e1c.jpg,How many peelers are in the set?,two,two
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ad4994f6.jpg,What is the main color of the background?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8766903d.jpg,What is the shape of the sofa?,ushaped,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/aefa0c72.jpg,What color is the lid?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f7bf8011.jpg,What is the dominant color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/129cab93.jpg,What is the main subject of the phone case image?,boat,boat
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4e6225b7.jpg,What material is the case made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f811ee54.jpg,What color is the heart?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/01bf0996.jpg,What beverage is depicted?,coffee,coffee
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dbce5b17.jpg,What shape is the chair back?,curved,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ee209de1.jpg,What is the case material (simulated)?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/05c0ef64.jpg,What is the case's material?,silicon,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ebb7cdfd.jpg,What is the chair's primary color?,cognac,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4b53c465.jpg,What colors are in the pattern?,white,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5717c08e.jpg,What material is the case?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/83a2e70b.jpg,What is the main color of the night sky?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/11abdc36.jpg,What is the style of the scarf's edge?,fringe,fringe
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1d9276fb.jpg,What is the texture of the feta cheese?,crumbled,soft
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0b3479e8.jpg,What material is the case?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1155ca83.jpg,What is the girl's hair color?,blonde,blonde
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9652a644.jpg,What is the toe style?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d482ea82.jpg,What color are the leaves?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/007e9546.jpg,What is the primary color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/80555c21.jpg,What is the dominant background color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3e8cd4c8.jpg,What is the primary color of the chair seat?,grey,grey
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fd8fa433.jpg,What is the shape of the sofa?,lshape,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ad63b0a0.jpg,What is the dominant color of the phone case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1cf797b9.jpg,What letter is on the case?,l,l
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bd30e3f3.jpg,What color is the milk?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b111a79a.jpg,What is the shape of the item?,envelope,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/edac94f3.jpg,What is the overall style of the design?,simple,stars
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7dd5a42b.jpg,What is the shape of the container?,bottle,bottle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f48d9d84.jpg,What is the dominant color?,red,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/aaf839bb.jpg,What color is the widest stripe?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f9d59f6e.jpg,What is the main design feature?,lights,lights
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e26e12be.jpg,What is the metal type?,silver,silver
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/71193c94.jpg,What color is most of the corn?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1e22defd.jpg,What is the case's main color?,grey,gray
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b8f81265.jpg,What is the overall shape of the case?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/43ea1adb.jpg,What is the background color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d6e1af75.jpg,What is the background color?,green,green
